Z6
1.0
1.0000000000000002
0.9998770255273101
0.9981613013582109
0.9895507152048358
0.9630289779697888
0.9026009065315702
0.7914559101527028
0.6185170921537284
0.3847797705771965
0.10643728242985372
-0.18715949719000016
-0.46056777427530454
-0.682005699915029
-0.832186610600223
-0.9089072745049172
-0.9257876112122004
-0.9059539101130325
-0.8734375022607769
-0.8457507084904133
-0.830247716311127
-0.8249554753967023
-0.8225277510461231
-0.8148000786044307
-0.7956073129297105
-0.7608759740749187
-0.7067492218182444
-0.6276967617577923
-0.5165699777706486
-0.3673831519905068
-0.17986710849885568
0.03650686954136201
0.26153187923151966
0.4676533086836423
0.6271062988916953
0.7202911652471017
0.7420468471470113
0.7031614482605368
0.6263829010693845
0.5384940194136487
0.46163481956023256
0.40724916001987466
0.37473561395335203
0.3547306534122786
0.33497232890004797
0.30580081570900286
0.2629130195930196
0.2066493510007461
0.1389713948638639
0.060428566021358945
-0.030750123618105925
-0.136649613876477
-0.2557616156878611
-0.379485940397715
-0.4914266213744043
-0.5706381285344805
-0.5980220578366376
-0.5633679297726055
-0.46994934701565694
-0.3344678153021067
-0.182104933194549
-0.03858356377030324
0.07756176736849171
0.15945968145332864
0.2116018647249249
0.2454053963956734
0.2730331818887536
0.3024091643715259
0.3354793001198083
0.36995021093824365
0.40292629211899733
0.4339779018722193
0.46563946603504625
0.5008918753568836
0.5390043871340281
0.5722326492608963
0.5856760533496279
0.5611397425605366
0.48382406343935136
0.3490838260883541
0.16617545200777395
-0.04294569265872904
-0.2496064679109635
-0.4269118826679441
-0.5574002639794536
-0.6369201116041372
-0.6735069909108032
-0.6822272604084113
-0.6785831525314596
-0.6734033434484434
-0.6710860353228059
-0.671207169970273
-0.671816231939169
-0.672063286059595
-0.6724426686810557
-0.6725232931466774
-0.6676965187245796
-0.6473008788689172
-0.5959953317688491
-0.4986466586451002
-0.3470625539558204
