Z4,Z6
1.0,1.0
0.9992002399644466,0.9999999999964441
0.9968038377252334,0.9999999997725659
0.9928194141002499,0.9999999974111455
0.987261294566651,0.9999999854678656
0.9801494456490961,0.9999999446316354
0.9715093862965933,0.999999834916322
0.9613720746786615,0.9999995844507236
0.9497737709507911,0.9999990759519943
0.9367558766557563,0.9999981309856854
0.9223647515404512,0.9999964921328341
0.9066515086771868,0.9999938032011785
0.889671788883081,0.9999895876333281
0.8714855155308909,0.9999832252796355
0.8521566309388393,0.999973927717411
0.8317528156151532,0.9999607123109456
0.8103451917148026,0.9999423752184867
0.7880080121408196,0.9999174635627578
0.7648183367902617,0.9998842469907833
0.74085569750499,0.9998406888565804
0.7162017533397086,0.999784417266723
0.6909399378038198,0.9997126962337287
0.6651550997694735,0.9996223971857527
0.6389331397654658,0.9995099710830517
0.6123606433952888,0.9993714213921687
0.5855245136275691,0.9992022781677423
0.5585116037082614,0.99899757348925
0.531408352436369,0.9987518184958882
0.5043004235286273,0.9984589822571733
0.47727235077362085,0.9981124727097261
0.45040719064238,0.9977051198821505
0.4237861839807363,0.997229161619918
0.39748842835889414,0.9966762320108276
0.3715905625960165,0.9960373526989437
0.34616646491245334,0.9953029272609865
0.32128696608990354,0.9944627388040792
0.2970195789406494,0.9935059509275167
0.2734282453015026,0.9924211121740328
0.25057310167662583,0.9911961640778684
0.22851026455648693,0.9898184528979564
0.20729163633833242,0.9882747451048051
0.18696473266726493,0.9865512466692917
0.1675725319068193,0.9846336261806934
0.1491533473344695,0.9825070417999577
0.13174072254127278,0.9801561720326052
0.11536335039652873,0.9775652502838612
0.100045015818512,0.9747181031367265
0.08580456247157608,0.9715981922718819
0.07265588338894563,0.9681886599266691
0.060607935399840995,0.9644723777689985
0.04966477711989342,0.9604319990410866
0.039825630145720936,0.9560500138074526
0.031084962978583375,0.9513088071217993
0.023432597088934137,0.946190719908311
0.016853834423870118,0.9406781123346764
0.011329605553653532,0.9347534294368662
0.00683663755203423,0.9283992687394806
0.0033476406086972443,0.9215984496003733
0.0008315122811670128,0.9143340839944456
-0.0007464417915555299,0.906589648438949
-0.0014242719700462425,0.8983490567515136
-0.001243134818600028,0.8895967333224197
-0.0002470308257128684,0.8803176865745006
0.0015174689084050952,0.8704975822774549
0.004001505516872755,0.8601228163784099
0.007154223201540882,0.84918058700727
0.01092306648295474,0.8376589653137653
0.015254082263754187,0.8255469647932334
0.020092225087516735,0.8128346087599653
0.02538166396666308,0.7995129956305215
0.031066089153209436,0.7855743616846493
0.037089017234775645,0.771012140978448
0.04339409295539662,0.7558210220930427
0.049925386186103884,0.7399970014123497
0.05662768250389204,0.7235374326354191
0.06344676587932944,0.7064410722423098
0.07032969202246939,0.6887081206474246
0.07722505099363366,0.670340258790644
0.08408321774971036,0.6513406799343722
0.09085658936753947,0.6317141164536665
0.09749980776331846,0.6114668614268817
0.1039699668103551,0.5906067848556185
0.11022680284647966,0.5691433443651439
0.11623286765649626,0.5470875902597099
0.12195368311374324,0.5244521648312657
0.12735787676757,0.5012512958447979
0.1324172977698192,0.47750078414882824
0.13710711264261932,0.4532179853853388
0.14140588050140177,0.4284217857994485
0.14529560746042974,0.4031325721754063
0.1487617800626938,0.3773721959517688
0.1517933776911497,0.35116393159486897
0.15438286403337248,0.3245324293357342
0.15652615778613685,0.2975036624013205
0.15822258289961877,0.27010486889622426
0.1594747987722514,0.2423644885157194
0.16028871091614863,0.21431209429499232
0.16067336271889276,0.18597831962263078
0.16064080902977132,0.157394780768707
0.16020597239673776,0.128593995199009
0.15938648287390975,0.09960929596707327
0.15820250240785239,0.070474742494504
0.1566765348937168,0.04122502806756213
0.15483322306911582,0.011895384394082848
0.15269913348398775,-0.017478516420666626
0.15030253084827802,-0.04686066210760139
0.14767314311570628,-0.07621480229399108
0.14484191871089858,-0.10550455199766764
0.14184077734848835,-0.1346934961548953
0.13870235592621785,-0.16374529477547486
0.13545975099941465,-0.1926237883144456
0.1321462593613638,-0.22129310284739034
0.12879511826293905,-0.24971775463587312
0.12543924680537252,-0.2778627536709354
0.12211099003220025,-0.30569370578585753
0.11884186723031102,-0.3331769129345351
0.11566232592567867,-0.36027947123880133
0.11260150302696671,-0.38696936641682644
0.10968699452987221,-0.4132155662152977
0.10694463514709188,-0.43898810948036615
0.10439828917336252,-0.4642581915163247
0.10206965383247388,-0.48899824539652664
0.09997807628379088,-0.5131820189081588
0.09814038539003167,-0.536784646831022
0.09657073926622879,-0.559782718270369
0.09528048954239053,-0.5821543387850325
0.09427806317983194,-0.6038791870743978
0.09356886258397519,-0.6249385660111899
0.09315518465511755,-0.6453154478313757
0.09303615931378445,-0.6649945133176838
0.09320770792938747,-0.6839621848391229
0.09366252197055247,-0.7022066531353786
0.09439006208326801,-0.7197178977619185
0.09537657768952452,-0.736487701138921
0.09660514708497231,-0.7525096561746406
0.09805573789993205,-0.7677791674613895
0.09970528767445015,-0.7822934460698509
0.10152780418561007,-0.7960514979947252
0.10349448505459508,-0.8090541063317839
0.10557385605262856,-0.8213038072929213
0.10773192741948454,-0.8328048601918399
0.10993236740632169,-0.8435632115582908
0.11213669215669764,-0.8535864535632979
0.1143044709462873,-0.8628837769613841
0.11639354571357298,-0.8714659187783376
