Z4,Z6
1.0000000000000004,1.0000000000000004
0.9992002666183164,0.9999999200133323
0.9968052221983954,0.9999996801173088
0.9928273063198783,0.9999992792259471
0.9872871598399933,0.9999987112831031
0.980213487964707,0.9999979589406853
0.9716428700104324,0.9999969848026581
0.9616195173029373,0.9999957203284375
0.9501949810514563,0.999994052514676
0.9374278124112587,0.9999918084988962
0.9233831773037938,0.9999887382516766
0.9081324288970055,0.9999844955460048
0.8917526409566565,0.99997861741274
0.8743261055600059,0.9999705023097274
0.8559397989137159,0.9999593872488695
0.8366848192363726,0.9999443241400946
0.8166558008510371,0.9999241556237608
0.7959503087833203,0.9998974906732413
0.7746682182748216,0.9998626802573698
0.752911083699688,0.9998177933578467
0.7307815014133394,0.999760593639654
0.7083824710672058,0.9996885170729205
0.6858167598920135,0.9995986508024941
0.6631862743856245,0.9994877135567463
0.6405914437406603,0.9993520378798189
0.6181306192136501,0.9991875544617345
0.5958994934728005,0.9989897788285115
0.5739905437676978,0.9987538006397942
0.5524925025434524,0.9984742758246011
0.53148985887631,0.998145421766675
0.5110623938401835,0.9977610157298399
0.4912847526264921,0.9973143966907417
0.47222605593595307,0.9967984707216294
0.4539495528434067,0.9962057200395706
0.43651231700823107,0.9955282158108808
0.419964987766364,0.9947576347707652
0.4043515572982902,0.9938852796884979
0.38970920472337056,0.9929021036780343
0.376068177627451,0.9917987383230665
0.3634517211903912,0.9905655255544075
0.35187605474561373,0.9891925531864191
0.341350395277379,0.987669693988305
0.33187702704555105,0.9859866481356468
0.3234514162241488,0.9841329888578102
0.31606236915098024,0.9820982110680774
0.30969223251275474,0.9798717827357475
0.3043171335348337,0.977443198733215
0.29990725800847456,0.9748020368664269
0.29642716377218625,0.9719380157743244
0.2938361270684901,0.9688410543620517
0.29208851902370464,0.9655013324140915
0.29113420934682116,0.9619093520171873
0.2909189942143897,0.9580559994090719
0.2913850452018011,0.953932606857819
0.29247137603727485,0.9495310141681014
0.2941143238931619,0.9448436294049283
0.2962480418894363,0.9398634884225725
0.29880499946604155,0.9345843127864405
0.3017164872834872,0.929000565678624
0.3049131233341049,0.9231075053837784
0.30832535698881935,0.9169012359607965
0.3118839677654513,0.9103787547174371
0.3155205556834254,0.9035379961195877
0.3191680201654042,0.8963778717840525
0.3227610245578346,0.8888983062236246
0.326236443468609,0.8811002680355516
0.3295337902600022,0.872985796249198
0.3325956221876969,0.8645580215756418
0.3353679208409788,0.8558211823308476
0.3378004457140071,0.8467806348348321
0.3398470589224368,0.8374428581216191
0.3414660192724792,0.8278154528285895
0.3426202440897181,0.8179071341688029
0.34327753742164285,0.8077277189258161
0.34341078343984793,0.7972881064471534
0.34299810408418774,0.7866002536497022
0.3420229802108469,0.775677144087602
0.3404743357282822,0.7645327511705006
0.338346584428291,0.753181995657007
0.3356396394430816,0.7416406975846419
0.3323588854821019,0.7299255228332288
0.32851511422359353,0.7180539245533393
0.3241244234542411,0.7060440797247629
0.3192080807649822,0.6939148211419207
0.3137923528209116,0.6816855651533521
0.3079083014272545,0.6693762355107625
0.3015915478105659,0.6570071837093902
0.2948820067236096,0.644599106225496
0.28782359216272313,0.6321729590784189
0.2804638966569015,0.6197498701637375
0.27285384624731907,0.6073510498205384
0.26504733342357784,0.5949977001094725
0.257100830417674,0.5827109232891194
0.2490729853776217,0.5705116299861182
0.24102420404898814,0.5584204475594748
0.23301621968348785,0.5464576291614484
0.22511165396852634,0.5346429639963849
0.21737357182951297,0.5229956892748743
0.20986503299730322,0.511534404353608
